SiteId,SiteName,SiteUrl,PageUrl,PageTitle,Depth,InternalLinksDiscovered,EmbedCount,CrawlStatus
1gn3SGnMIlsE6TY9tNY4lCUjVTd7r6wFu,Transparency Goal  — Converted from Classic Sites,https://sites.google.com/d/1gn3SGnMIlsE6TY9tNY4lCUjVTd7r6wFu/edit,https://sites.google.com/d/1gn3SGnMIlsE6TY9tNY4lCUjVTd7r6wFu/edit,Google Drive: Sign-in,0,0,1,Success
1sCgVauOUfel_qle6LmfAWjQBdFV5yTAy,Help Center,https://sites.google.com/d/1sCgVauOUfel_qle6LmfAWjQBdFV5yTAy/edit,https://sites.google.com/d/1sCgVauOUfel_qle6LmfAWjQBdFV5yTAy/edit,Google Drive: Sign-in,0,0,1,Success
1uLdz58_-km-DtaiLkPJv02iDPIpXATyA,TM Priorities & Operating Model,https://sites.google.com/d/1uLdz58_-km-DtaiLkPJv02iDPIpXATyA/edit,https://sites.google.com/d/1uLdz58_-km-DtaiLkPJv02iDPIpXATyA/edit,Google Drive: Sign-in,0,0,1,Success
11LxujM24rZJoDdXG1aGX75_YNEAqcNyF,Help Center,https://sites.google.com/d/11LxujM24rZJoDdXG1aGX75_YNEAqcNyF/edit,https://sites.google.com/d/11LxujM24rZJoDdXG1aGX75_YNEAqcNyF/edit,Google Drive: Sign-in,0,0,1,Success
15fH-GTDEXVzVyBLiSvw4RbbARMsJhcvM,Portal,https://sites.google.com/d/15fH-GTDEXVzVyBLiSvw4RbbARMsJhcvM/edit,https://sites.google.com/d/15fH-GTDEXVzVyBLiSvw4RbbARMsJhcvM/edit,Google Drive: Sign-in,0,0,1,Success
1Qn7gRFq-UkjUyuTgp7fwxH_ywVDGhpwt,Portal,https://sites.google.com/d/1Qn7gRFq-UkjUyuTgp7fwxH_ywVDGhpwt/edit,https://sites.google.com/d/1Qn7gRFq-UkjUyuTgp7fwxH_ywVDGhpwt/edit,Google Drive: Sign-in,0,0,1,Success
1NkaWu140IrXetGCokRQAwhaLq4tDDozC,Copy of TMRF,https://sites.google.com/d/1NkaWu140IrXetGCokRQAwhaLq4tDDozC/edit,https://sites.google.com/d/1NkaWu140IrXetGCokRQAwhaLq4tDDozC/edit,Google Drive: Sign-in,0,0,1,Success
1pgQOSJ-hcgCINcN1tFZ3SuvD5iJQQLy0,Portal,https://sites.google.com/d/1pgQOSJ-hcgCINcN1tFZ3SuvD5iJQQLy0/edit,https://sites.google.com/d/1pgQOSJ-hcgCINcN1tFZ3SuvD5iJQQLy0/edit,Google Drive: Sign-in,0,0,1,Success
1Vq_0wfLQdSAfXCK0LT_YLiz7gZZ_MHYp,Portal,https://sites.google.com/d/1Vq_0wfLQdSAfXCK0LT_YLiz7gZZ_MHYp/edit,https://sites.google.com/d/1Vq_0wfLQdSAfXCK0LT_YLiz7gZZ_MHYp/edit,Google Drive: Sign-in,0,0,1,Success
1cggVlJK-g90G3glnkaLbCSWErbdKcyQi,OMNI Biomarker Development,https://sites.google.com/d/1cggVlJK-g90G3glnkaLbCSWErbdKcyQi/edit,https://sites.google.com/d/1cggVlJK-g90G3glnkaLbCSWErbdKcyQi/edit,Google Drive: Sign-in,0,0,1,Success
1p0ZZFf5-xu2Kzo6WWh92PZ6CjD7qwcUK,CNCPractice — Converted from Classic Sites,https://sites.google.com/d/1p0ZZFf5-xu2Kzo6WWh92PZ6CjD7qwcUK/edit,https://sites.google.com/d/1p0ZZFf5-xu2Kzo6WWh92PZ6CjD7qwcUK/edit,Google Drive: Sign-in,0,0,1,Success
1njlEzDgW6Lq6Diyc03pkZe4Ryh1JylqW,PKPD OPS (P2O) — Converted from Classic Sites,https://sites.google.com/d/1njlEzDgW6Lq6Diyc03pkZe4Ryh1JylqW/edit,https://sites.google.com/d/1njlEzDgW6Lq6Diyc03pkZe4Ryh1JylqW/edit,Google Drive: Sign-in,0,0,1,Success
1OhC2mHGojaP0wwtdg67Sibtzf4SVgeAc,PTPK Leadership Team — Converted from Classic Sites,https://sites.google.com/d/1OhC2mHGojaP0wwtdg67Sibtzf4SVgeAc/edit,https://sites.google.com/d/1OhC2mHGojaP0wwtdg67Sibtzf4SVgeAc/edit,Google Drive: Sign-in,0,0,1,Success
1vSYkmQU79l9T0t2kBSlL-dQKgkcowr87,Preclinical &amp; Translational PKPD — Converted from Classic Sites,https://sites.google.com/d/1vSYkmQU79l9T0t2kBSlL-dQKgkcowr87/edit,https://sites.google.com/d/1vSYkmQU79l9T0t2kBSlL-dQKgkcowr87/edit,Google Drive: Sign-in,0,0,1,Success
1nJ8m87hCTZpH-3Ke1dZb8ACv0YXoyKEV,PTPK-OPHTHA — Converted from Classic Sites,https://sites.google.com/d/1nJ8m87hCTZpH-3Ke1dZb8ACv0YXoyKEV/edit,https://sites.google.com/d/1nJ8m87hCTZpH-3Ke1dZb8ACv0YXoyKEV/edit,Google Drive: Sign-in,0,0,1,Success
1lmLmXD42lzV-yQZg-OOlTWjGmExiqObW,OMNI-BD Leadership Team — Converted from Classic Sites,https://sites.google.com/d/1lmLmXD42lzV-yQZg-OOlTWjGmExiqObW/edit,https://sites.google.com/d/1lmLmXD42lzV-yQZg-OOlTWjGmExiqObW/edit,Google Drive: Sign-in,0,0,1,Success
1LsPnyjK51kaQSSBYhhmzgshAl1UV6xDY,PCV Working Group Team Site — Converted from Classic Sites,https://sites.google.com/d/1LsPnyjK51kaQSSBYhhmzgshAl1UV6xDY/edit,https://sites.google.com/d/1LsPnyjK51kaQSSBYhhmzgshAl1UV6xDY/edit,Google Drive: Sign-in,0,0,1,Success
12IctZRARYpH7GvjobRUEe_IFwCCXjmH1,ptpk — Converted from Classic Sites,https://sites.google.com/d/12IctZRARYpH7GvjobRUEe_IFwCCXjmH1/edit,https://sites.google.com/d/12IctZRARYpH7GvjobRUEe_IFwCCXjmH1/edit,Google Drive: Sign-in,0,0,1,Success
1K_9eX4zQEeePnkQHT7Vj4jnvYHqJ4LG_,omnibd — Converted from Classic Sites,https://sites.google.com/d/1K_9eX4zQEeePnkQHT7Vj4jnvYHqJ4LG_/edit,https://sites.google.com/d/1K_9eX4zQEeePnkQHT7Vj4jnvYHqJ4LG_/edit,Google Drive: Sign-in,0,0,1,Success
11QkSls--Fy-jKX_UdkW5m4JRqu_y5EHP,Copy of Roche Template Light,https://sites.google.com/d/11QkSls--Fy-jKX_UdkW5m4JRqu_y5EHP/edit,https://sites.google.com/d/11QkSls--Fy-jKX_UdkW5m4JRqu_y5EHP/edit,Google Drive: Sign-in,0,0,1,Success
1LScAdpaDzaakzXbw_mTPx0BFuRLGkzVb,Copy of Project Template,https://sites.google.com/d/1LScAdpaDzaakzXbw_mTPx0BFuRLGkzVb/edit,https://sites.google.com/d/1LScAdpaDzaakzXbw_mTPx0BFuRLGkzVb/edit,Google Drive: Sign-in,0,0,1,Success
1HW1O6Uqs8JVK18TQq7BP0WuzuwMWxdHY,Copy of Team Template,https://sites.google.com/d/1HW1O6Uqs8JVK18TQq7BP0WuzuwMWxdHY/edit,https://sites.google.com/d/1HW1O6Uqs8JVK18TQq7BP0WuzuwMWxdHY/edit,Google Drive: Sign-in,0,0,1,Success
1uPSC1sXWr_R_W6x2rnAdV7G9LoOjx8B6,omnibd — Converted from Classic Sites,https://sites.google.com/d/1uPSC1sXWr_R_W6x2rnAdV7G9LoOjx8B6/edit,https://sites.google.com/d/1uPSC1sXWr_R_W6x2rnAdV7G9LoOjx8B6/edit,Google Drive: Sign-in,0,0,1,Success
1F71acglBlARqwhTqOUzKk5xkahQI9c0D,Project,https://sites.google.com/d/1F71acglBlARqwhTqOUzKk5xkahQI9c0D/edit,https://sites.google.com/d/1F71acglBlARqwhTqOUzKk5xkahQI9c0D/edit,Google Drive: Sign-in,0,0,1,Success
1GazEUh5OAcscSiG6eAQ65uE_E049guiD,Event,https://sites.google.com/d/1GazEUh5OAcscSiG6eAQ65uE_E049guiD/edit,https://sites.google.com/d/1GazEUh5OAcscSiG6eAQ65uE_E049guiD/edit,Google Drive: Sign-in,0,0,1,Success
1KErQu8Q-kNDgyz-wXNwtnUK5Yx1gRBf3,Project,https://sites.google.com/d/1KErQu8Q-kNDgyz-wXNwtnUK5Yx1gRBf3/edit,https://sites.google.com/d/1KErQu8Q-kNDgyz-wXNwtnUK5Yx1gRBf3/edit,Google Drive: Sign-in,0,0,1,Success
1I2FdtznNfQNl4jcoL2PTHeaDzY4K0HcE,Event,https://sites.google.com/d/1I2FdtznNfQNl4jcoL2PTHeaDzY4K0HcE/edit,https://sites.google.com/d/1I2FdtznNfQNl4jcoL2PTHeaDzY4K0HcE/edit,Google Drive: Sign-in,0,0,1,Success
1sDInVdL0X7GP-4kmxjDV54klhZF9-Q4b,Event,https://sites.google.com/d/1sDInVdL0X7GP-4kmxjDV54klhZF9-Q4b/edit,https://sites.google.com/d/1sDInVdL0X7GP-4kmxjDV54klhZF9-Q4b/edit,Google Drive: Sign-in,0,0,1,Success
1VmUuNxhW2C0VtrV85WB5TN41UUn6q7_p,Portfolio test page,https://sites.google.com/d/1VmUuNxhW2C0VtrV85WB5TN41UUn6q7_p/edit,https://sites.google.com/d/1VmUuNxhW2C0VtrV85WB5TN41UUn6q7_p/edit,Google Drive: Sign-in,0,0,1,Success
1eW5eJCiAcw9NYmKVylIpxt3fiyTJZO-V,Event,https://sites.google.com/d/1eW5eJCiAcw9NYmKVylIpxt3fiyTJZO-V/edit,https://sites.google.com/d/1eW5eJCiAcw9NYmKVylIpxt3fiyTJZO-V/edit,Google Drive: Sign-in,0,0,1,Success
1cW8kW_fYsCTFRD6Csl6JYVQQmkvNeQgq,Event,https://sites.google.com/d/1cW8kW_fYsCTFRD6Csl6JYVQQmkvNeQgq/edit,https://sites.google.com/d/1cW8kW_fYsCTFRD6Csl6JYVQQmkvNeQgq/edit,Google Drive: Sign-in,0,0,1,Success
1t2583gCgo8VhHzx-UP441yDk5MtjZR93,Event,https://sites.google.com/d/1t2583gCgo8VhHzx-UP441yDk5MtjZR93/edit,https://sites.google.com/d/1t2583gCgo8VhHzx-UP441yDk5MtjZR93/edit,Google Drive: Sign-in,0,0,1,Success
1zqXiIrE6UpGwtcu7jtNSl8HysvyCJBuX,Project,https://sites.google.com/d/1zqXiIrE6UpGwtcu7jtNSl8HysvyCJBuX/edit,https://sites.google.com/d/1zqXiIrE6UpGwtcu7jtNSl8HysvyCJBuX/edit,Google Drive: Sign-in,0,0,1,Success
15g9Xo4QB1C-2jCENJPgjFP_f_UE5MWKi,Roche Template,https://sites.google.com/d/15g9Xo4QB1C-2jCENJPgjFP_f_UE5MWKi/edit,https://sites.google.com/d/15g9Xo4QB1C-2jCENJPgjFP_f_UE5MWKi/edit,Google Drive: Sign-in,0,0,1,Success
1jtEtaOYAjz5pERogaHYJcFWbRSXG6rTu,"Copy of Redesign: DnA - January 15,  Latest",https://sites.google.com/d/1jtEtaOYAjz5pERogaHYJcFWbRSXG6rTu/edit,https://sites.google.com/d/1jtEtaOYAjz5pERogaHYJcFWbRSXG6rTu/edit,Google Drive: Sign-in,0,0,1,Success
1KZcX9kRk8k6L31oYhz_2B34xd3CS7yYV,AutoIT User Site — Converted from Classic Sites,https://sites.google.com/d/1KZcX9kRk8k6L31oYhz_2B34xd3CS7yYV/edit,https://sites.google.com/d/1KZcX9kRk8k6L31oYhz_2B34xd3CS7yYV/edit,Google Drive: Sign-in,0,0,1,Success
1sg_D-IzmZk42HNWF79usUMssQ33MkSa7,BIV Medienwand,https://sites.google.com/d/1sg_D-IzmZk42HNWF79usUMssQ33MkSa7/edit,https://sites.google.com/d/1sg_D-IzmZk42HNWF79usUMssQ33MkSa7/edit,Google Drive: Sign-in,0,0,1,Success
1rZxLY_SMDmREBM8eNe1fdkYTORqMbxKs,Ticket Health Cycle,https://sites.google.com/d/1rZxLY_SMDmREBM8eNe1fdkYTORqMbxKs/edit,https://sites.google.com/d/1rZxLY_SMDmREBM8eNe1fdkYTORqMbxKs/edit,Google Drive: Sign-in,0,0,1,Success
1jmeNdv2bthr7BkXmupWOUcieKRS3bvMj,IS CAB,https://sites.google.com/d/1jmeNdv2bthr7BkXmupWOUcieKRS3bvMj/edit,https://sites.google.com/d/1jmeNdv2bthr7BkXmupWOUcieKRS3bvMj/edit,Google Drive: Sign-in,0,0,1,Success
1drMvWWO8KyMz6S5QPmFhwVp8lZAs-Gdb,GoodTicket Practices — Converted from Classic Sites,https://sites.google.com/d/1drMvWWO8KyMz6S5QPmFhwVp8lZAs-Gdb/edit,https://sites.google.com/d/1drMvWWO8KyMz6S5QPmFhwVp8lZAs-Gdb/edit,Google Drive: Sign-in,0,0,1,Success
1DBWX_V-PUbs2xsbEJWnnmN5-GeFxdzo-,RDCI US Finance Reporting,https://sites.google.com/d/1DBWX_V-PUbs2xsbEJWnnmN5-GeFxdzo-/edit,https://sites.google.com/d/1DBWX_V-PUbs2xsbEJWnnmN5-GeFxdzo-/edit,Google Drive: Sign-in,0,0,1,Success
1vFvTBNNBzj6MTpHQGrAeRjyAQhXgS040,Google Site test,https://sites.google.com/d/1vFvTBNNBzj6MTpHQGrAeRjyAQhXgS040/edit,https://sites.google.com/d/1vFvTBNNBzj6MTpHQGrAeRjyAQhXgS040/edit,Google Drive: Sign-in,0,0,1,Success
