SiteId,SiteName,SiteUrl,PageUrl,PageTitle,Depth,InternalLinksDiscovered,EmbedCount,CrawlStatus
1OiQSCw61gZh1PZqlslzaX179nAbnRWoV,Project,https://sites.google.com/d/1OiQSCw61gZh1PZqlslzaX179nAbnRWoV/edit,https://sites.google.com/d/1OiQSCw61gZh1PZqlslzaX179nAbnRWoV/edit,Google Drive: Sign-in,0,0,1,Success
1JEnHIzt7fse2c_-nK51rXW4In4nB_U-W,Project,https://sites.google.com/d/1JEnHIzt7fse2c_-nK51rXW4In4nB_U-W/edit,https://sites.google.com/d/1JEnHIzt7fse2c_-nK51rXW4In4nB_U-W/edit,Google Drive: Sign-in,0,0,1,Success
1CRW6zH9C31o7lF11kLo-bnXg5CvV9cok,CHANEL MARKETING STATUS REPORT,https://sites.google.com/d/1CRW6zH9C31o7lF11kLo-bnXg5CvV9cok/edit,https://sites.google.com/d/1CRW6zH9C31o7lF11kLo-bnXg5CvV9cok/edit,Google Drive: Sign-in,0,0,1,Success
1w9EAyjqAPYG8pr9aiANYWOONN_YMDQz8,Untitled site,https://sites.google.com/d/1w9EAyjqAPYG8pr9aiANYWOONN_YMDQz8/edit,https://sites.google.com/d/1w9EAyjqAPYG8pr9aiANYWOONN_YMDQz8/edit,Google Drive: Sign-in,0,0,1,Success
1c4ezggTZ7AQm43JMJ4tgOGPBG3iV4VE2,Untitled site,https://sites.google.com/d/1c4ezggTZ7AQm43JMJ4tgOGPBG3iV4VE2/edit,https://sites.google.com/d/1c4ezggTZ7AQm43JMJ4tgOGPBG3iV4VE2/edit,Google Drive: Sign-in,0,0,1,Success
15XCJl_eC_Mm6h4YTamLtKoLucLv4V4y7,Example,https://sites.google.com/d/15XCJl_eC_Mm6h4YTamLtKoLucLv4V4y7/edit,https://sites.google.com/d/15XCJl_eC_Mm6h4YTamLtKoLucLv4V4y7/edit,Google Drive: Sign-in,0,0,1,Success
1vdVjjPqnJ0nAh5XBBQU55RH9K6uNYLBX,Event1,https://sites.google.com/d/1vdVjjPqnJ0nAh5XBBQU55RH9K6uNYLBX/edit,https://sites.google.com/d/1vdVjjPqnJ0nAh5XBBQU55RH9K6uNYLBX/edit,Google Drive: Sign-in,0,0,1,Success
14W_Dqb1yTC_1zAns31reT7V-3pcbFV-m,Untitled site,https://sites.google.com/d/14W_Dqb1yTC_1zAns31reT7V-3pcbFV-m/edit,https://sites.google.com/d/14W_Dqb1yTC_1zAns31reT7V-3pcbFV-m/edit,Google Drive: Sign-in,0,0,1,Success
1nSSyHX7o8X_D7xjhBmLt5FNdP1bWd9Ha,Untitled site,https://sites.google.com/d/1nSSyHX7o8X_D7xjhBmLt5FNdP1bWd9Ha/edit,https://sites.google.com/d/1nSSyHX7o8X_D7xjhBmLt5FNdP1bWd9Ha/edit,Google Drive: Sign-in,0,0,1,Success
1txW1QlAongQJpysZHyz-aD8n7HWXjoQP,Untitled site,https://sites.google.com/d/1txW1QlAongQJpysZHyz-aD8n7HWXjoQP/edit,https://sites.google.com/d/1txW1QlAongQJpysZHyz-aD8n7HWXjoQP/edit,Google Drive: Sign-in,0,0,1,Success
1ZNK2NOq2xAa7M9oAHDHhaq_jUSq4Mk2L,Domain-Wide Delegation Access,https://sites.google.com/d/1ZNK2NOq2xAa7M9oAHDHhaq_jUSq4Mk2L/edit,https://sites.google.com/d/1ZNK2NOq2xAa7M9oAHDHhaq_jUSq4Mk2L/edit,Google Drive: Sign-in,0,0,1,Success
1cfrPZaatAAGDgGtVsOFwHZnn9hpm_K6N,Untitled site,https://sites.google.com/d/1cfrPZaatAAGDgGtVsOFwHZnn9hpm_K6N/edit,https://sites.google.com/d/1cfrPZaatAAGDgGtVsOFwHZnn9hpm_K6N/edit,Google Drive: Sign-in,0,0,1,Success
1253HeW7L6f7hhwYOOwU_OqpWAmgkcT0I,Untitled site,https://sites.google.com/d/1253HeW7L6f7hhwYOOwU_OqpWAmgkcT0I/edit,https://sites.google.com/d/1253HeW7L6f7hhwYOOwU_OqpWAmgkcT0I/edit,Google Drive: Sign-in,0,0,1,Success
1fHES-LMlGFlhr_An1AyhZTWNWHVZRxaF,Untitled site,https://sites.google.com/d/1fHES-LMlGFlhr_An1AyhZTWNWHVZRxaF/edit,https://sites.google.com/d/1fHES-LMlGFlhr_An1AyhZTWNWHVZRxaF/edit,Google Drive: Sign-in,0,0,1,Success
12Wb2FhGJe8x-SwEdzkaXatydtO4lGBBT,Untitled site,https://sites.google.com/d/12Wb2FhGJe8x-SwEdzkaXatydtO4lGBBT/edit,https://sites.google.com/d/12Wb2FhGJe8x-SwEdzkaXatydtO4lGBBT/edit,Google Drive: Sign-in,0,0,1,Success
1PP2_01qIAscuHGwZkG9YOIY8cr0KTEPa,Untitled site,https://sites.google.com/d/1PP2_01qIAscuHGwZkG9YOIY8cr0KTEPa/edit,https://sites.google.com/d/1PP2_01qIAscuHGwZkG9YOIY8cr0KTEPa/edit,Google Drive: Sign-in,0,0,1,Success
1INZof1MHbyaVkjpT2AbMX2-hu_HbQmeu,Untitled site,https://sites.google.com/d/1INZof1MHbyaVkjpT2AbMX2-hu_HbQmeu/edit,https://sites.google.com/d/1INZof1MHbyaVkjpT2AbMX2-hu_HbQmeu/edit,Google Drive: Sign-in,0,0,1,Success
1-05PIEpwNoBBvv66E2lsjti6iMhY1nyR,Copy of Copy of Collaboration Suite,https://sites.google.com/d/1-05PIEpwNoBBvv66E2lsjti6iMhY1nyR/edit,https://sites.google.com/d/1-05PIEpwNoBBvv66E2lsjti6iMhY1nyR/edit,Google Drive: Sign-in,0,0,1,Success
1mbZoT_2ytNyvhZkzTyzfuiWMXfg8nHRM,Untitled site,https://sites.google.com/d/1mbZoT_2ytNyvhZkzTyzfuiWMXfg8nHRM/edit,https://sites.google.com/d/1mbZoT_2ytNyvhZkzTyzfuiWMXfg8nHRM/edit,Google Drive: Sign-in,0,0,1,Success
13VY8oBWqSvNxq2ISTqjh-SuaJ5LIRnLJ,Untitled site,https://sites.google.com/d/13VY8oBWqSvNxq2ISTqjh-SuaJ5LIRnLJ/edit,https://sites.google.com/d/13VY8oBWqSvNxq2ISTqjh-SuaJ5LIRnLJ/edit,Google Drive: Sign-in,0,0,1,Success
