SiteId,SiteName,SiteUrl,PageUrl,PageTitle,Depth,InternalLinksDiscovered,EmbedCount,HtmlSnapshot,CrawlStatus
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,Narendra,0,0,2,1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N_1.html,Success
