SiteId,SiteName,SiteUrl,PageUrl,PageTitle,Depth,ItemKind,ArtifactType,ArtifactUrl,AnchorText
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,Narendra,0,iframe,Other,about:blank,
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,Narendra,0,iframe,Other,https://accounts.google.com/RotateCookiesPage?og_pid=402&rot=3&origin=https%3A%2F%2Fsites.google.com&exp_id=0,
