"SiteId","SiteName","SiteUrl","PageCount","MaxDepth","ErrorPages","EmbedCount","PagesWithEmbeds","ExternalDomainCount","PermissionRows","PublicPermissionRows","DomainPermissionRows","GroupPermissionRows","UserPermissionRows","ExternalPrincipalRows","StructurePoints","EmbedPoints","SecurityPoints","ArtifactPoints","TotalScore","Rating","Recommendation"
"1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N","Narendra","https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit","1","0","0","2","1","7","1","0","0","0","1","0","1","14","0","0","15","Low","Direct migration candidate"
