SiteId,SiteName,PageUrl,ExternalDomain
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,accounts.google.com
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,www.google.com
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,www.gstatic.com
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,lh3.google.com
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,ssl.gstatic.com
1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N,Narendra,https://sites.google.com/d/1NjuZKIVbHZ1Eu10zCTi2JtvM0kjkKf2N/edit,fonts.gstatic.com
